sl,token_index,reading,form,lemma,pos,morph,gloss
44,1,"συνεξελθὼν ἐκ Σιὼν καὶ Ἰερουσαλήμ,",συνεξελθὼν,συνεξέρχομαι,ptcp,aor act ptcp nom sg m,having gone forth together
44,2,"συνεξελθὼν ἐκ Σιὼν καὶ Ἰερουσαλήμ,",ἐκ,ἐκ,prep,+gen,from
44,3,"συνεξελθὼν ἐκ Σιὼν καὶ Ἰερουσαλήμ,",Σιὼν,Σιών,propn,indecl,Zion
44,4,"συνεξελθὼν ἐκ Σιὼν καὶ Ἰερουσαλήμ,",καὶ,καί,conj,coord conj,and
44,5,"συνεξελθὼν ἐκ Σιὼν καὶ Ἰερουσαλήμ,",Ἰερουσαλήμ,Ἰερουσαλήμ,propn,indecl,Jerusalem
45,1,"καὶ ἡ ἐντολὴ χάρις,",καὶ,καί,conj,coord conj,and
45,2,"καὶ ἡ ἐντολὴ χάρις,",ἡ,ὁ,art,nom sg f,the
45,3,"καὶ ἡ ἐντολὴ χάρις,",ἐντολὴ,ἐντολή,noun,nom sg f,commandment
45,4,"καὶ ἡ ἐντολὴ χάρις,",χάρις,χάρις,noun,pred nom sg f,grace
46,1,"καὶ ὁ τύπος ἀλήθεια,",καὶ,καί,conj,coord conj,and
46,2,"καὶ ὁ τύπος ἀλήθεια,",ὁ,ὁ,art,nom sg m,the
46,3,"καὶ ὁ τύπος ἀλήθεια,",τύπος,τύπος,noun,nom sg m,type; figure
46,4,"καὶ ὁ τύπος ἀλήθεια,",ἀλήθεια,ἀλήθεια,noun,pred nom sg f,truth; reality
47,1,"καὶ ὁ ἀμνὸς υἱός,",καὶ,καί,conj,coord conj,and
47,2,"καὶ ὁ ἀμνὸς υἱός,",ὁ,ὁ,art,nom sg m,the
47,3,"καὶ ὁ ἀμνὸς υἱός,",ἀμνὸς,ἀμνός,noun,nom sg m,lamb
47,4,"καὶ ὁ ἀμνὸς υἱός,",υἱός,υἱός,noun,pred nom sg m,son
48,1,"καὶ τὸ πρόβατον ἄνθρωπος,",καὶ,καί,conj,coord conj,and
48,2,"καὶ τὸ πρόβατον ἄνθρωπος,",τὸ,ὁ,art,nom sg n,the
48,3,"καὶ τὸ πρόβατον ἄνθρωπος,",πρόβατον,πρόβατον,noun,nom sg n,sheep
48,4,"καὶ τὸ πρόβατον ἄνθρωπος,",ἄνθρωπος,ἄνθρωπος,noun,pred nom sg m,man
49,1,καὶ ὁ ἄνθρωπος θεός.,καὶ,καί,conj,coord conj,and
49,2,καὶ ὁ ἄνθρωπος θεός.,ὁ,ὁ,art,nom sg m,the
49,3,καὶ ὁ ἄνθρωπος θεός.,ἄνθρωπος,ἄνθρωπος,noun,nom sg m,man
49,4,καὶ ὁ ἄνθρωπος θεός.,θεός,θεός,noun,pred nom sg m,God
50,1,"ὡς γὰρ υἱὸς τεχθείς,",ὡς,ὡς,ptcl,comp ptcl,as
50,2,"ὡς γὰρ υἱὸς τεχθείς,",γὰρ,γάρ,ptcl,postpos expl ptcl,for
50,3,"ὡς γὰρ υἱὸς τεχθείς,",υἱὸς,υἱός,noun,nom sg m,son
50,4,"ὡς γὰρ υἱὸς τεχθείς,",τεχθείς,τίκτω,ptcp,aor pass ptcp nom sg m,having been begotten; born
51,1,"καὶ ὡς ἀμνὸς ἀχθείς,",καὶ,καί,conj,coord conj,and
51,2,"καὶ ὡς ἀμνὸς ἀχθείς,",ὡς,ὡς,ptcl,comp ptcl,as; like
51,3,"καὶ ὡς ἀμνὸς ἀχθείς,",ἀμνὸς,ἀμνός,noun,nom sg m,lamb
51,4,"καὶ ὡς ἀμνὸς ἀχθείς,",ἀχθείς,ἄγω,ptcp,aor pass ptcp nom sg m,having been led
52,1,"καὶ ὡς πρόβατον σφαγείς,",καὶ,καί,conj,coord conj,and
52,2,"καὶ ὡς πρόβατον σφαγείς,",ὡς,ὡς,ptcl,comp ptcl,as; like
52,3,"καὶ ὡς πρόβατον σφαγείς,",πρόβατον,πρόβατον,noun,nom sg n,sheep
52,4,"καὶ ὡς πρόβατον σφαγείς,",σφαγείς,σφάζω,ptcp,aor pass ptcp nom sg m,having been slaughtered
54,1,"καὶ ὡς ἄνθρωπος ταφείς,",καὶ,καί,conj,coord conj,and
54,2,"καὶ ὡς ἄνθρωπος ταφείς,",ὡς,ὡς,ptcl,comp ptcl,as; like
54,3,"καὶ ὡς ἄνθρωπος ταφείς,",ἄνθρωπος,ἄνθρωπος,noun,nom sg m,man
54,4,"καὶ ὡς ἄνθρωπος ταφείς,",ταφείς,θάπτω,ptcp,aor pass ptcp nom sg m,having been buried
55,1,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,ἀνέστη,ἀνίστημι,verb,aor act ind 3sg,rose
55,2,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,ἐκ,ἐκ,prep,+gen,from
55,3,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,νεκρῶν,νεκρός,adj,gen pl m subst,dead ones
55,4,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,ὡς,ὡς,ptcl,comp ptcl,as
55,5,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,θεὸς,θεός,noun,nom sg m,God
55,6,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,φύσει,φύσις,noun,dat sg f,by nature
55,7,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,θεὸς,θεός,noun,nom sg m,God
55,8,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,ὢν,εἰμί,ptcp,pres act ptcp nom sg m,being
55,9,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,καὶ,καί,conj,coord conj,and
55,10,ἀνέστη ἐκ νεκρῶν ὡς θεὸς φύσει θεὸς ὢν καὶ ἄνθρωπος.,ἄνθρωπος,ἄνθρωπος,noun,nom sg m,man
56,1,ὅς ἐστιν τὰ πάντα·,ὅς,ὅς,pron,rel pron nom sg m,who
56,2,ὅς ἐστιν τὰ πάντα·,ἐστιν,εἰμί,verb,pres act ind 3sg,is
56,3,ὅς ἐστιν τὰ πάντα·,τὰ,ὁ,art,acc pl n,the
56,4,ὅς ἐστιν τὰ πάντα·,πάντα,πᾶς,adj,acc pl n,all things
57,1,"καθ᾽ ὃ κρίνει νόμος,",καθ᾽,κατά,prep,+acc,according to
57,2,"καθ᾽ ὃ κρίνει νόμος,",ὃ,ὅς,pron,rel pron acc sg n,which
57,3,"καθ᾽ ὃ κρίνει νόμος,",κρίνει,κρίνω,verb,pres act ind 3sg,judges
57,4,"καθ᾽ ὃ κρίνει νόμος,",νόμος,νόμος,noun,nom sg m,law
58,1,"καθ᾽ ὃ διδάσκει λόγος,",καθ᾽,κατά,prep,+acc,according to
58,2,"καθ᾽ ὃ διδάσκει λόγος,",ὃ,ὅς,pron,rel pron acc sg n,which
58,3,"καθ᾽ ὃ διδάσκει λόγος,",διδάσκει,διδάσκω,verb,pres act ind 3sg,teaches
58,4,"καθ᾽ ὃ διδάσκει λόγος,",λόγος,λόγος,noun,nom sg m,word; discourse
59,1,"καθ᾽ ὃ σώζει χάρις,",καθ᾽,κατά,prep,+acc,according to
59,2,"καθ᾽ ὃ σώζει χάρις,",ὃ,ὅς,pron,rel pron acc sg n,which
59,3,"καθ᾽ ὃ σώζει χάρις,",σώζει,σῴζω,verb,pres act ind 3sg,saves
59,4,"καθ᾽ ὃ σώζει χάρις,",χάρις,χάρις,noun,nom sg f,grace
60,1,"καθ᾽ ὃ γεννᾷ πατήρ,",καθ᾽,κατά,prep,+acc,according to
60,2,"καθ᾽ ὃ γεννᾷ πατήρ,",ὃ,ὅς,pron,rel pron acc sg n,which
60,3,"καθ᾽ ὃ γεννᾷ πατήρ,",γεννᾷ,γεννάω,verb,pres act ind 3sg,begets
60,4,"καθ᾽ ὃ γεννᾷ πατήρ,",πατήρ,πατήρ,noun,nom sg m,father
61,1,"καθ᾽ ὃ γεννᾶται υἱός,",καθ᾽,κατά,prep,+acc,according to
61,2,"καθ᾽ ὃ γεννᾶται υἱός,",ὃ,ὅς,pron,rel pron acc sg n,which
61,3,"καθ᾽ ὃ γεννᾶται υἱός,",γεννᾶται,γεννάω,verb,pres mp ind 3sg,is begotten
61,4,"καθ᾽ ὃ γεννᾶται υἱός,",υἱός,υἱός,noun,nom sg m,son
62,1,"καθ᾽ ὃ πάσχει πρόβατον,",καθ᾽,κατά,prep,+acc,according to
62,2,"καθ᾽ ὃ πάσχει πρόβατον,",ὃ,ὅς,pron,rel pron acc sg n,which
62,3,"καθ᾽ ὃ πάσχει πρόβατον,",πάσχει,πάσχω,verb,pres act ind 3sg,suffers
62,4,"καθ᾽ ὃ πάσχει πρόβατον,",πρόβατον,πρόβατον,noun,nom sg n,sheep
63,1,"καθ᾽ ὃ θάπτεται ἄνθρωπος,",καθ᾽,κατά,prep,+acc,according to
63,2,"καθ᾽ ὃ θάπτεται ἄνθρωπος,",ὃ,ὅς,pron,rel pron acc sg n,which
63,3,"καθ᾽ ὃ θάπτεται ἄνθρωπος,",θάπτεται,θάπτω,verb,pres mp ind 3sg,is buried
63,4,"καθ᾽ ὃ θάπτεται ἄνθρωπος,",ἄνθρωπος,ἄνθρωπος,noun,nom sg m,man
64,1,καθ᾽ ὃ ἀνίσταται θεός.,καθ᾽,κατά,prep,+acc,according to
64,2,καθ᾽ ὃ ἀνίσταται θεός.,ὃ,ὅς,pron,rel pron acc sg n,which
64,3,καθ᾽ ὃ ἀνίσταται θεός.,ἀνίσταται,ἀνίστημι,verb,pres mp ind 3sg,rises
64,4,καθ᾽ ὃ ἀνίσταται θεός.,θεός,θεός,noun,nom sg m,God
65,1,"οὗτός ἐστιν ᾿Ιησοῦς ὁ Χριστός,",οὗτός,οὗτος,pron,dem pron nom sg m,this one
65,2,"οὗτός ἐστιν ᾿Ιησοῦς ὁ Χριστός,",ἐστιν,εἰμί,verb,pres act ind 3sg,is
65,3,"οὗτός ἐστιν ᾿Ιησοῦς ὁ Χριστός,",᾿Ιησοῦς,Ἰησοῦς,propn,nom sg m,Jesus
65,4,"οὗτός ἐστιν ᾿Ιησοῦς ὁ Χριστός,",ὁ,ὁ,art,nom sg m,the
65,5,"οὗτός ἐστιν ᾿Ιησοῦς ὁ Χριστός,",Χριστός,Χριστός,propn,nom sg m,Christ
66,1,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,ᾧ,ὅς,pron,rel pron dat sg m,to whom
66,2,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,ἡ,ὁ,art,nom sg f,the
66,3,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,δόξα,δόξα,noun,nom sg f,glory
66,4,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,εἰς,εἰς,prep,+acc,into; unto
66,5,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,τοὺς,ὁ,art,acc pl m,the
66,6,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,αἰῶνας,αἰών,noun,acc pl m,ages
66,7,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,τῶν,ὁ,art,gen pl m,of the
66,8,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,αἰώνων,αἰών,noun,gen pl m,ages
66,9,ᾧ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν.,ἀμήν,ἀμήν,ptcl,indecl liturg ptcl,amen
68,1,Τοῦτό ἐστιν τὸ τοῦ πάσχα μυστήριον,Τοῦτό,οὗτος,pron,dem pron nom sg n,this
68,2,Τοῦτό ἐστιν τὸ τοῦ πάσχα μυστήριον,ἐστιν,εἰμί,verb,pres act ind 3sg,is
68,3,Τοῦτό ἐστιν τὸ τοῦ πάσχα μυστήριον,τὸ,ὁ,art,nom sg n,the
68,4,Τοῦτό ἐστιν τὸ τοῦ πάσχα μυστήριον,τοῦ,ὁ,art,gen sg n,of the
68,5,Τοῦτό ἐστιν τὸ τοῦ πάσχα μυστήριον,πάσχα,πάσχα,noun,indecl n; with gen art,Passover
68,6,Τοῦτό ἐστιν τὸ τοῦ πάσχα μυστήριον,μυστήριον,μυστήριον,noun,nom sg n,mystery
69,1,"καθὼς ἐν τῷ νόμῳ γέγραπται,",καθὼς,καθώς,conj,comp conj,just as
69,2,"καθὼς ἐν τῷ νόμῳ γέγραπται,",ἐν,ἐν,prep,+dat,in
69,3,"καθὼς ἐν τῷ νόμῳ γέγραπται,",τῷ,ὁ,art,dat sg m,the
69,4,"καθὼς ἐν τῷ νόμῳ γέγραπται,",νόμῳ,νόμος,noun,dat sg m,law
69,5,"καθὼς ἐν τῷ νόμῳ γέγραπται,",γέγραπται,γράφω,verb,pf mp ind 3sg,has been written
70,1,ὡς μικρῷ πρόσθεν ἀνέγνωσται.,ὡς,ὡς,conj,comp conj,as
70,2,ὡς μικρῷ πρόσθεν ἀνέγνωσται.,μικρῷ,μικρός,adj,dat sg n,a little
70,3,ὡς μικρῷ πρόσθεν ἀνέγνωσται.,πρόσθεν,πρόσθεν,adv,adv,before; earlier
70,4,ὡς μικρῷ πρόσθεν ἀνέγνωσται.,ἀνέγνωσται,ἀναγινώσκω,verb,pf mp ind 3sg,has been read
71,1,"διηγήσομαι δὲ τὰ ῥήματα τῆς γραφῆς,",διηγήσομαι,διηγέομαι,verb,fut mid ind 1sg,I shall recount
71,2,"διηγήσομαι δὲ τὰ ῥήματα τῆς γραφῆς,",δὲ,δέ,ptcl,postpos advrs ptcl,and; now
71,3,"διηγήσομαι δὲ τὰ ῥήματα τῆς γραφῆς,",τὰ,ὁ,art,acc pl n,the
71,4,"διηγήσομαι δὲ τὰ ῥήματα τῆς γραφῆς,",ῥήματα,ῥῆμα,noun,acc pl n,words; sayings
71,5,"διηγήσομαι δὲ τὰ ῥήματα τῆς γραφῆς,",τῆς,ὁ,art,gen sg f,of the
71,6,"διηγήσομαι δὲ τὰ ῥήματα τῆς γραφῆς,",γραφῆς,γραφή,noun,gen sg f,scripture; writing
72,1,"πῶς ὁ θεὸς ἐντέταλται Μωυσεῖ ἐν Αἰγύπτῳ,",πῶς,πῶς,adv,interrog/explan adv,how
72,2,"πῶς ὁ θεὸς ἐντέταλται Μωυσεῖ ἐν Αἰγύπτῳ,",ὁ,ὁ,art,nom sg m,the
72,3,"πῶς ὁ θεὸς ἐντέταλται Μωυσεῖ ἐν Αἰγύπτῳ,",θεὸς,θεός,noun,nom sg m,God
72,4,"πῶς ὁ θεὸς ἐντέταλται Μωυσεῖ ἐν Αἰγύπτῳ,",ἐντέταλται,ἐντέλλομαι,verb,pf mp ind 3sg,has commanded
72,5,"πῶς ὁ θεὸς ἐντέταλται Μωυσεῖ ἐν Αἰγύπτῳ,",Μωυσεῖ,Μωυσῆς,propn,dat sg m,Moses
72,6,"πῶς ὁ θεὸς ἐντέταλται Μωυσεῖ ἐν Αἰγύπτῳ,",ἐν,ἐν,prep,+dat,in
72,7,"πῶς ὁ θεὸς ἐντέταλται Μωυσεῖ ἐν Αἰγύπτῳ,",Αἰγύπτῳ,Αἴγυπτος,propn,dat sg f,Egypt
73,1,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",ὁπότε,ὁπότε,conj,temp conj,when
73,2,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",βούλεται,βούλομαι,verb,pres mid ind 3sg,wishes
73,3,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",τὸν,ὁ,art,acc sg m,the
73,4,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",μὲν,μέν,ptcl,postpos coord ptcl,on the one hand
73,5,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",Φαραὼ,Φαραώ,propn,acc sg m indecl,Pharaoh
73,6,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",δῆσαι,δέω,verb,aor act inf,to bind
73,7,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",ὑπὸ,ὑπό,prep,+acc,under
73,8,"ὁπότε βούλεται τὸν μὲν Φαραὼ δῆσαι ὑπὸ μάστιγα,",μάστιγα,μάστιξ,noun,acc sg f,plague; scourge
74,1,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,τὸν,ὁ,art,acc sg m,the
74,2,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,δὲ,δέ,ptcl,postpos advrs ptcl,but
74,3,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,᾿Ισραὴλ,Ἰσραήλ,propn,acc sg m indecl,Israel
74,4,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,λῦσαι,λύω,verb,aor act inf,to loose; free
74,5,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,ἀπὸ,ἀπό,prep,+gen,from
74,6,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,μάστιγος,μάστιξ,noun,gen sg f,plague; scourge
74,7,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,διὰ,διά,prep,+gen,through
74,8,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,χειρὸς,χείρ,noun,gen sg f,hand
74,9,τὸν δὲ ᾿Ισραὴλ λῦσαι ἀπὸ μάστιγος διὰ χειρὸς Μωυσέως.,Μωυσέως,Μωυσῆς,propn,gen sg m,Moses
75,1,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",Ἰδοὺ,ἰδού,ptcl,deict ptcl,behold
75,2,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",γάρ,γάρ,ptcl,postpos expl ptcl,for
75,3,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",φησίν,φημί,verb,pres act ind 3sg,he says
75,4,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",λήμψῃ,λαμβάνω,verb,fut mid ind 2sg,you will take
75,5,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",ἄσπιλον,ἄσπιλος,adj,acc sg m,spotless
75,6,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",ἀμνὸν,ἀμνός,noun,acc sg m,lamb
75,7,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",καὶ,καί,conj,coord conj,and
75,8,"Ἰδοὺ γάρ, φησίν, λήμψῃ ἄσπιλον ἀμνὸν καὶ ἄμωμον,",ἄμωμον,ἄμωμος,adj,acc sg m,blameless
76,1,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",καὶ,καί,conj,coord conj,and
76,2,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",πρὸς,πρός,prep,+acc,toward; at
76,3,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",ἑσπέραν,ἑσπέρα,noun,acc sg f,evening
76,4,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",σφάξεις,σφάζω,verb,fut act ind 2sg,you will slaughter
76,5,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",αὐτὸν,αὐτός,pron,acc sg m,it; him
76,6,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",μετὰ,μετά,prep,+gen,with
76,7,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",τῶν,ὁ,art,gen pl m,the
76,8,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",υἱῶν,υἱός,noun,gen pl m,sons
76,9,"καὶ πρὸς ἑσπέραν σφάξεις αὐτὸν μετὰ τῶν υἱῶν ᾿Ισραήλ,",᾿Ισραήλ,Ἰσραήλ,propn,gen sg m indecl,Israel
77,1,καὶ νύκτωρ ἔδεσθε αὐτὸ μετὰ σπουδῆς·,καὶ,καί,conj,coord conj,and
77,2,καὶ νύκτωρ ἔδεσθε αὐτὸ μετὰ σπουδῆς·,νύκτωρ,νύκτωρ,adv,adv,by night
77,3,καὶ νύκτωρ ἔδεσθε αὐτὸ μετὰ σπουδῆς·,ἔδεσθε,ἐσθίω,verb,fut mid ind 2pl,you will eat
77,4,καὶ νύκτωρ ἔδεσθε αὐτὸ μετὰ σπουδῆς·,αὐτὸ,αὐτός,pron,acc sg n,it
77,5,καὶ νύκτωρ ἔδεσθε αὐτὸ μετὰ σπουδῆς·,μετὰ,μετά,prep,+gen,with
77,6,καὶ νύκτωρ ἔδεσθε αὐτὸ μετὰ σπουδῆς·,σπουδῆς,σπουδή,noun,gen sg f,haste; zeal
